CSheetID,Org,County,Program Name,Category,Service Area,Last Updated,Mon-Hours,Tues-Hours,Wed-Hours,Thur-Hours,Fri-Hours,Sat-Hours,Sun-Hours,Street Address,Addressline 2,City,Zip,website,Phone,Program Description,COVID19_Updates,Additional Information,Contact Name,Contact Email,Contact Number,Alternative Phone,Column,Column2,Column3
C0194,Cone Health Behavioral Health,Guilford,Cone Health Behavioral Health - Group Therapy,Mental Health,Multi-County,Thu Apr 23 00:00:00 EDT 2020,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,,,510 N. Elam Avenue,Suite 301,Greensboro,27403,https://www.conehealth.com/services/behavioral-health/outpatient-behavioral-health-care/,336-832-1366,"For adults diagnosed with a mental health condition, Cone Health Behavioral Health's outpatient group therapy programs can help you learn to function better. If you are interested in getting high quality care without an inpatient stay, consider joining the specialized group for depression, anxiety, bipolar and/or personality disorders.Group therapy is ideal for patients who want to:
- Explore ways to cope with depression, anxiety, anger, grief and mood swings.
- Build self-esteem.
- Improve relationship skills.
- Learn how to manage medications.",Telehealth and webex appointments available,,Debra Milikan,debra.milikan@conehealth.com,,,,,
C0195,Cone Health Behavioral Health,Guilford,Cone Health Behavioral Health - Partial Hospitalization,Mental Health,Multi-County,Thu Apr 23 00:00:00 EDT 2020,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,,,510 N. Elam Avenue,Suite 301,Greensboro,27403,https://www.conehealth.com/services/behavioral-health/outpatient-behavioral-health-care/,336-832-1353,"Once enrolled in this program, you will live at home or on your college campus and visit the Behavioral Health Hospital in Greensboro for at least five hours each weekday for two to four weeks to receive:
- Cognitive behavioral therapy and dialectical skills-based group, which aims to help you develop constructive ways of acting and includes individual and group therapy.
- Occupational therapy.
- Education on reducing your risk of a mental health crisis.
- Guidance about taking medications.
- Nursing care, as necessary.",Telehealth and webex appointments available,,Debra Milikan,debra.milikan@conehealth.com,,,,,
C0196,Cone Health Behavioral Health,Guilford,Cone Health Behavioral Health - Adolescent Intensive Outpatient Program,Mental Health,Multi-County,Thu Apr 23 00:00:00 EDT 2020,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,,,510 N. Elam Avenue,Suite 301,Greensboro,27403,https://www.conehealth.com/services/behavioral-health/outpatient-behavioral-health-care/, 336-832-9800,"The Adolescent Intensive Outpatient Program is an evidence-based substance abuse program designed to meet the unique mental health needs of at-risk adolescents with substance abuse or co-occurring disorders. The goal of the program is to reduce psychiatric symptomatology for adolescents ages 13-17 years old and to improve the young person’s ability to function successfully at home, at school and in the community. ",Telehealth and webex appointments available,,Debra Milikan,debra.milikan@conehealth.com,,,,,
C0197,Cone Health Behavioral Health,Guilford,Cone Health Behavioral Health - Children,Mental Health,Multi-County,Thu Apr 23 00:00:00 EDT 2020,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,,,510 N. Elam Avenue,Suite 301,Greensboro,27403,https://www.conehealth.com/services/behavioral-health/outpatient-behavioral-health-care/, 336-832-9800 ,"Children’s therapy to addresses emotional, psychological and medical issues is offered in partnership with the Cone Health Developmental and Psychological Center. This program serves children ages 5-17. Alamance County location as well. Integrated behavioral health services are available at primary and specialist care providers throughout Guilford County.",Telehealth and webex appointments available,,Debra Milikan,debra.milikan@conehealth.com,,,,,
C0198,Family Service of the Piedmont,Guilford,The Families First Center,Mental Health,Greensboro,Wed Apr 01 00:00:00 EDT 2020,8:30am-12:00pm / 1:00pm-2:30pm,8:30am-12:00pm / 1:00pm-2:30pm,8:30am-12:00pm / 1:00pm-2:30pm,8:30am-12:00pm / 1:00pm-2:30pm,8:30am-12:00pm / 1:00pm-2:30pm,,,315 E. Washington Street,,Greensboro,27401,https://www.fspcares.org/,336-387-6161,"Services offered include: Domestic Violence, Substance Abuse, Mental Health, and Sexual Assault services, Child Abuse, Healthy Parenting – in home therapy, Incredible Years, Financial Counseling, childen’s advocacy center, emergency shelters",24 hr crisis line: GSO 336-273-7273 / HP 336-889-7273,,Theresa Johnson,theresa.johnson@fspcares.org,336-387-6161,,,,
C0199,Family Service of the Piedmont,Guilford,The Slane Center,Mental Health,"High Point, Greater High Point",Wed Apr 01 00:00:00 EDT 2020,8:30am-12:00pm /  2:00pm-3:30pm,8:30am-12:00pm /  2:00pm-3:30pm,8:30am-12:00pm /  2:00pm-3:30pm,8:30am-12:00pm /  2:00pm-3:30pm,8:30am-12:00pm /  2:00pm-3:30pm,,,1401 Long Street,,High Point ,27262,https://www.fspcares.org/,336-387-6161,"Services offered include: Domestic Violence, Substance Abuse, Mental Health, and Sexual Assault services, Child Abuse, Healthy Parenting – in home therapy, Incredible Years, Financial Counseling, childen’s advocacy center, emergency shelters",24 hr crisis line GSO 336-273-7273 / HP 336-889-7273,,Theresa Johnson,theresa.johnson@fspcares.org,336-387-6161,,,,
C0200,Family Solutions,Guilford,Family Solutions,Mental Health,Multi-County,Fri Aug 14 00:00:00 EDT 2020,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,,,231 N. Spring Street,,Greensboro,27401,https://www.famsolutions.org/,336-899-8800,"Family Solutions is a private counseling agency committed to providing great outpatient mental health services to the Triad region. Serving their community since 2001, their agency consists of thirty-two mental health professionals who are fully/associate level Licensed Professional Counselors and fully/associate level Licensed Clinical Social Workers. Their mission is community, commitment, and compassion. Family Solutions provides an array of mental health services to individuals, children, and families. Services are community and office-based, depending upon the family’s needs.",Family Solutions offices are open to clients and staff. Clinicians are continuing to provide both office-based and online counseling by video conferencing through a HIPAA secure platform due to ongoing COVID-19 concerns. Teletherapy is available over the phone or over a smartphone or computer with internet for a video connection.,"Family Solutions serves children, adolescents, adults, and families. To make a referral, use online referral form; self-referrals accepted and referrals from other providers also accepted.  Medicaid, NC Healthchoice, BCBS and United Healthcare insurances are accepted.  FS specializes in working with children, especially younger children. ",Chris or Anita Faulkner,"chris@famsolutions.org, anita@famsolutions.org",336-392-1606 (Chris) 336-491-8292 (Anita),,,,
C0201,Hope4Healers Helpline,,Hope4Healers Helpline,Mental Health,Multi-County,Tue Apr 21 00:00:00 EDT 2020,24 hours,24 hours,24 hours,24 hours,24 hours,24 hours,24 hours,,,,,https://www.ncdhhs.gov/news/press-releases/new-mental-health-supports-all-north-carolinians-including-health-care-workers,919-226-2002,"The Hope4Healers Helpline is a new initiative in partnership with the North Carolina Psychological Foundation. It provides mental health and resilience supports for healthcare professionals, emergency medical specialists, first responders, other staff who work in health care settings and their families throughout the state who are experiencing stress from being on the front lines of the state’s COVID-19 response. Hope4Healers is available 24 hours per day, seven days a week for people to reach out for support; they will be contacted quickly by a licensed mental health professional for follow-up. 
Screen reader support enabled.
",Available for healthcare professionals and their families during COVID-19 in all NC counties.,,N/A,N/A,N/A,,,,
C0202,Hope4NC Helpline,,Hope4NC Helpline,Mental Health,Multi-County,Tue Apr 21 00:00:00 EDT 2020,24 hours,24 hours,24 hours,24 hours,24 hours,24 hours,24 hours,,,,,https://www.ncdhhs.gov/news/press-releases/new-mental-health-supports-all-north-carolinians-including-health-care-workers,1-855-587-3463,"The Hope4NC Helpline is a mental health resource to support North Carolinians during #COVID19NC. Call for support 24 hours a day, seven days a week.","Available during COVID-19 only in all NC counties. Serves children, adolescents, and adults.",,N/A,N/A,N/A,,,,
C0203,Journeys Counseling,Guilford,Journeys Counseling,Mental Health,Multi-County,Wed May 27 00:00:00 EDT 2020,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,,,3405 W. Wendover Avenue,Suite A,Greensboro,27407,https://www.journeyscounselinggso.com/,336-294-1349,"Journeys Counseling Center is a medical facility that provides intensive outpatient treatment for children, adults and families. Services are rendered by licensed and independent practitioners that specialize in a range of areas to meet the identified specific needs of patients.",Telehealth appointments available. Some clients are able to have in-person sessions.,,Shirena Smith,sscounseling1@yahoo.com,336-451-1113,,,,
C0204,Kellin Foundation,Guilford,Tree House,Mental Health,Multi-County,Tue Jun 02 00:00:00 EDT 2020,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,,,2110 Golden Gate Drive,Suite B,Greensboro,27405,http://www.kellinfoundation.org/,336-429-5600,"Tree House provides trauma-informed assessment and treatment services for children, adults and families who have been exposed to stressful events. The goal of the Treehouse is be a bridge from crisis to wellness","The physical office is closed. Staff will be telecommuting. Current clients have the option to keep their appointments through teletherapy if they have internet access and a smart phone or computer to use the teletherapy system. You also have the option to reschedule your appointments to a later date. Please call to indicate your preference. Unfortunately, for younger clients, play therapy will not be an option through teletherapy. It will be at the discretion of the clinician along with the guardian to determine the structure of the sessions. 
",,McKenzie Stenberg,referral@kellinfoundation.org,336-429-5600,,,,
C0205,Kellin Foundation,Guilford,Greensboro HEALS,Mental Health,Multi-County,Tue Jun 02 00:00:00 EDT 2020,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,,,2110 Golden Gate Drive,Suite B,Greensboro,27405,http://www.kellinfoundation.org/,336-429-5600,Greensboro HEALS provides uninsured individuals ages 19-64 with free mental health and substance abuse services.,"The physical office is closed. Staff will be telecommuting. Current clients have the option to keep their appointments through teletherapy if they have internet access and a smart phone or computer to use the teletherapy system. You also have the option to reschedule your appointments to a later date. Please call to indicate your preference. Unfortunately, for younger clients, play therapy will not be an option through teletherapy. It will be at the discretion of the clinician along with the guardian to determine the structure of the sessions. The HOPE Support Group will be temporarily suspended as well. Participants are welcome to call  and request an individual peer teletherapy session until group resumes.
",,McKenzie Stenberg,referral@kellinfoundation.org,336-429-5600,,,,
C0206,Mended Hearts Counseling,Guilford,Mended Hearts Counseling,Mental Health,Multi-County,Wed May 27 00:00:00 EDT 2020,Appointment only,Appointment only,Appointment only,Appointment only,Appointment only,,,701 W. Main Street,Suite C,Jamestown,27282,http://www.mendedheartscounseling.com/,336-609-7383,Mended Hearts Counseling provides comprehensive counseling & therapy services in the Piedmont Triad area for women who are experiencing a range of mental health and emotional concerns. They specialize in providing counseling and support to new and expectant mothers and their families.,"No in-person appointments are currently occurring. They are only offering telehealth appointments, and most insurers are allowing telehealth over the phone, which does not require internet or a smartphone, however a telehealth appointment with a smartphone or computer over internet is preferred.",,Enjonae Anderson,info@mhcrs.com,336-609-7383,,,,
C0207,Mental Health Greensboro,Guilford,Mental Health Greensboro,Mental Health,Multi-County,Wed May 27 00:00:00 EDT 2020,Appointment only,Appointment only,Appointment only,Appointment only,Appointment only,,,700 Walter Reed Drive,,Greensboro,27403,https://www.mhag.org/,336-373-1402,"Public education services include Mental Health First Aid and QPR Suicide Intervention, and the Provider Academy that provides educational opportunities for healthcare professionals","Starting June 1st, some classes will be offered in the classroom with a limit of 7 participants per class. Some classes are still being offered on Zoom. During COVID-19, email info@mhag.org for links and passwords to classes.",,Lee Carter,info@mhag.org,336-373-1402,,,,
C0208,Mental Health Greensboro,Guilford,Wellness Academy Recovery Classes,Mental Health,Multi-County,Wed May 27 00:00:00 EDT 2020,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,,,700 Walter Reed Drive,,Greensboro,27403,https://www.mhag.org/wellness-academy/,336-373-1402,"The Wellness Academy is a free mental health recovery skills program that educates peers about maintaining wellness, coping with stress, and managing symptoms. Their core courses are evidence-based and built from SAMHSA guidelines designed to teach skills and strategies to help individuals overcome the challenges presented by their diagnoses, and work towards what they consider important in their lives.","Starting June 1st, some classes will be offered in the classroom with a limit of 7 participants per class. Some classes are still being offered on Zoom. Register for classes on the website.","Course meeting times vary, most are in the mornings or afternoons, see website for schedules. This program serves adults. Courses can last from 4 to 12 weeks, depending on the course. Referrals: Call or email, self-referrals accepted, an orientation is required before first class. Most classes are free,  ""Codependent No More"" has a one-time $15 fee to cover the cost of a workbook. Open to Guilford County Residents.",Lee Carter,info@mhag.org,336-373-1402,,,,
C0209,Mental Health Greensboro,Guilford,One-On-One Peer Support,Mental Health,Multi-County,Wed May 27 00:00:00 EDT 2020,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,,,700 Walter Reed Drive,,Greensboro,27403,https://www.mhag.org/peer-support-specialists/,336-373-1402,"For individuals with a mental health diagnosis, Mental Health Greensboro provides one-on-one peer support with NC Certified Peer Support Specialists. There is no charge to participate in this program. Each specialist has received extensive training and certification by the state of North Carolina. Peer support specialists work from the perspective of having been there and lend unique insight into mental illness and what makes recovery possible. This program focuses on what mental health consumers can do for themselves and for each other, with activities including skill building, goal setting, and problem solving, all leading to a sense of empowerment for the individual seeking assistance. ","Beginning June 1st, the office will reopen and one-on-one peer support will meet in person. ","This service is free. Most peers come from the Greater Greensboro area, but they will provide services to everyone who can come in to their offices. Clients can have 12 support sessions, but this may be adjusted on an individual basis. Once a file is closed, it's closed for 6 months, during which time peers are encouraged to attend classes and support groups. Files may be reopened after 6 months for 12 more sessions if necessary. Referral process: Call or email, self-referrals accepted, an orientation is required before the first session. The group serves adults.",Lee Carter,info@mhag.org,336-373-1402,,,,
C0210,Mental Health Greensboro,Guilford,Peer-Led Support Groups,Mental Health,Multi-County,Wed May 27 00:00:00 EDT 2020,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,,,700 Walter Reed Drive,,Greensboro,27403,https://www.mhag.org/support-groups/,336-373-1402,"MHG offers several peer-led self-help support groups which do not require pre-registration and are free of charge. Support groups provide confidential, comfortable environments for people to share their problems, learn new information, have meaningful discussions, and better manage their issues. All of the groups are peer-led by trained facilitators who have a diagnosis or experience with the group’s focus. These groups provide a welcoming, supportive environment where you can be yourself without fear of stigma or judgment, and a place where you don't feel alone.",All scheduled support groups are occurring via Zoom. They require a link and a password that can be given by calling or emailing.,"Participation is free. Most peers come from the Greater Greensboro area, but they will provide services to everyone who can come in to their offices. No call or email is necessary to participate but they will answer any questions. Hours vary depending on the group. Schedules are available on the website. This group serves adults.",Lee Carter,info@mhag.org,336-373-1402,,,,
C0211,Monarch Counseling,Guilford,Behavioral Health Urgent Care/Greensboro Bellemeade Crisis Center,Mental Health,Multi-County,Fri Jun 05 00:00:00 EDT 2020,24 hours,24 hours,24 hours,24 hours,24 hours,24 hours,24 hours,201 N. Eugene Street,,Greensboro,27401,https://monarchnc.org/greensboro-bellemeade-crisis-center/,336-676-6906 ,"The Behavioral Health Urgent Care offers medication management, outpatient therapy, case management and other related services to ensure that people are linked to the least restrictive and most appropriate level of care that promotes their continued recovery. At Monarch, the Behavioral Health Urgent Care program provides a safe, secure and healthy environment where healing and recovery can begin.","If you have been in contact with someone who has tested positive for the virus, or if you have traveled outside of the country within the last 14 days or are experiencing a fever, a new cough, or a new or worsened shortness of breath, please call before your visit. You will be asked to complete a COVID-19 screening over the phone.  Upon arrival to Bellemeade and prior to admission, you will be screened for COVID-19 symptoms.  IMPORTANT: Social distancing is enforced. Anyone accompanying you, other than a legal guardian with guardianship papers, will be asked to wait outside of the building. You will have access to a telephone to keep friends and/or family members aware of your situation while at Monarch Crisis Center.  ",The contact person's number takes you to customer service and you must ask to be connected to that person.,Margrete Williams,,866-272-7826,,,,
C0212,Monarch Counseling,Guilford,Greensboro Bellemeade Center,Mental Health,Multi-County,Fri Jun 05 00:00:00 EDT 2020,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,,,201 N. Eugene Street,,Greensboro,27401,https://monarchnc.org/behavioral-health-services/outpatient-services/,336-676-6906,"Monarch’s outpatient services offer a caring and experienced team of professionals who help people take the first step, which is often the most difficult. Together, we develop a well-defined and customized plan for each person that meets the individual’s needs and goals.  Each plan includes evidence-based practices as proven strategies that work. From board-certified psychiatrists, registered nurses, therapists and outpatient office administrative professionals—all care and want to help you and your loved ones in every way possible to ensure you succeed.","Call-ahead preferred, walk-in welcome, self-referrals accepted; During COVID-19 outbreak, new patients will be seen by telephone appointment only. New patients may call 866-272-7826 to schedule an appointment.",The contact person's number takes you to customer service and you must ask to be connected to that person.,Lora Umberger,,866-272-7826,,,,
C0213,Postpartum Support International,Guilford,Postpartum Depression Hotline,Mental Health,Multi-County,Tue Jun 02 00:00:00 EDT 2020,24 hours,24 hours,24 hours,24 hours,24 hours,24 hours,24 hours,,,,,https://www.postpartum.net/,800-944-4773,"24 hour hotline for mothers experiencing postpartum depression, online support groups, provider directory",,,N/A,N/A,N/A,,,,
C0214,Restoration Place Counseling,Guilford,Restoration Place Counseling,Mental Health,Multi-County,Fri Aug 14 00:00:00 EDT 2020,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,,,1301 Carolina Street,Suite 114,Greensboro,27401,https://rpcounseling.org/,336-542-2060,"At Restoration Place Counseling, the counselors blend proven psychological principles with a biblical worldview to offer counseling and support to their clients. Their priority goal is to journey with their clients through a process of healing and restoration that allows clients to fully accept and experience God’s unconditional love and find freedom from life-crippling issues that inhibit them from reaching their full potential. ","Counselors will offer tele-therapy and in-person sessions to their current clients.
Offices are open for in-person visits on a limited basis. New clients should contact our intake coordinator at ext 214. Response times for messages may be longer than normal during COVID-19.
 ","Call for referrals. Intake Coordinator is available to receive your call and schedule your first appointment. If no one is able to answer your call, please leave a message on the confidential voicemail system. Staff will return your call no later than 24 hours from the time of your call. RPC serves adult women and teen girls only. Limited evening appointments available upon request. RPC also serves areas around Greensboro. All clients must have credit card on file.",Tara Beal,reception@rpcounseling.org,336-542-2060,,,,
C0215,RHA Health Services,Guilford,RHA Behavioral Health Clinic,Mental Health,Multi-County,Wed Apr 22 00:00:00 EDT 2020,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,,,211 S. Centennial Street,,High Point,27260,https://rhahealthservices.org/mental-health-services/walk-in-open-access-nc/,336-899-1505,"RHA Behavioral Health Clinic's goal is to provide you a welcoming place where you can walk in anytime without an appointment and talk with a staff member about your current mental health and/or substance use situation and needs. You will learn about options for treatment, support and resources.",RHA is not taking walk-ins. All clients are being seen via telehealth or being spoken to over the phone.,"Crisis Hours: 8:00 am - 5:00 pm. This program serves children, adolescents and adults.
After hours crisis number: 866-261-5769
Mobile crisis intervention number: 877-626-1772. They do accept Medicaid and self-referrals.",,,,,,,
C0216,Ringer Center,Guilford,Outpatient Therapy,Mental Health,Multi-County,Fri Jun 05 00:00:00 EDT 2020,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,,,213 E. Bessemer Avenue,,Greensboro,27401,https://ringercenter.com/,336-379-7146,"They commonly treat people for depression, anxiety, stress related problems, family problems, attention deficit and substance abuse. The first session is an evaluation and assessment process that helps staff make a plan for success. Individual, marriage/couples, and family counseling are all available. Although primary services are for adults, staff is qualified and skilled at treating adolescents and some children over the age of five.",,,Stephen Ringer,ringercenter@aol.com,,,,,
C0217,Sandhills Center,Guilford,Sandhills Center,Mental Health,Multi-County,Thu Apr 02 00:00:00 EDT 2020,24 hours,24 hours,24 hours,24 hours,24 hours,24 hours,24 hours,201 N. Eugene Street,,Greensboro,27401,http://shcextweb.sandhillscenter.org/shc_providersdirectory/,1-800-256-2452,"Sandhills Center manages public mental health, intellectual/developmental disabilities and substance use disorder services for the citizens of Anson, Guilford, Harnett, Hoke, Lee, Montgomery, Moore, Randolph and Richmond counties.  Sandhills Center does not provide services directly, but acts as an agent of the North Carolina Department of Health & Human Services. Sandhills Center ensures that citizens in our region who seek services are able to access them through a network of contracted private providers.  We partner with individuals, family members, service providers, policy makers and other community stakeholders in creating, managing and supporting quality behavioral health services that meet the needs of our communities.","To find a mental health provider, please use the website directory.",,,,,,,,
C0218,Therapeutic Alternatives,Guilford,Mobile Crisis,Mental Health,Multi-County,Fri Apr 03 00:00:00 EDT 2020,24 hours,24 hours,24 hours,24 hours,24 hours,24 hours,24 hours,4270 Heath Dairy Road,,Randleman,27317,https://www.mytahome.com/mobile-crisis,1-877-626-1772,"Mobile Crisis Management provides immediate crisis response 24/7. Services include: telephone assessments, face-to-face evaluation when needed, educational services for crisis prevention, evaluations for safety, access to crisis stabilization interventions for mental health and/or substance abuse services, development of a crisis plan for current and future use, assistance with hospitalizations, and integrated crisis response and crisis prevention activities with linkage to ongoing services if needed.",,,,,,,,,
C0219,Triad Health Project,Guilford,HIV/STI Testing,Other Services,Guilford County-Wide,Tue Jun 02 00:00:00 EDT 2020,Appointment only,Appointment only,Appointment only,Appointment only,Appointment only,,,801 Summit Avenue,,Greensboro,27405,https://triadhealthproject.org/services/hiv-sti-testing/,336-275-1654,"At Triad Health Project, we provide testing for HIV and Syphilis and is performed only as a blood test by drawing a small sample to be sent to a laboratory. Testing for Chlamydia and Gonorrhea is done through a small urine analysis. Results will be available in 2 weeks from the time of the testing and can be picked up in person at Triad Health Project in Greensboro.","During the COVID-19 crisis, Triad Health Project is committed to providing essential care and support to the community while following protocols to help slow the spread of the coronavirus. Toward this, our offices are operating on a strict appointment-only basis with phones being monitored continuously.  Open testing is cancelled. If you have a question or feel you are in crisis, your phone message will be returned promptly.  All office gatherings are cancelled in both High Point and Greensboro.",,,,,,,,
C0220,Triad Health Project,Guilford,Higher Ground,Other Services,Guilford County-Wide,Thu Jun 04 00:00:00 EDT 2020,Appointment only,Appointment only,Appointment only,Appointment only,Appointment only,,,801 Summit Avenue,,Greensboro,27405,https://triadhealthproject.org/services/support/higher-ground/,336-274-5637,"If you are a person living with HIV and are seeking support, come join our community at Higher Ground! In our home, open from 9am-4pm Monday through Friday, you can participate in groups, share meals with friends, and find a supportive family of peers.","Higher Ground will offer pre-packaged, to-go meals on Tuesday, Wednesday, and Thursday from noon to 1:00. All other contact will be by appointment-only. Again, phones will be monitored regularly. ALL other house activities are cancelled and the house will be closed to visitors.",336-210-7991 Alternate Phone Number,Chase Hanes,chanes@triadhealthproject.org,336-210-7991,,,,
C0221,Triad Health Project,Guilford,HIV/STI Testing,Other Services,Guilford County-Wide,Tue Jun 02 00:00:00 EDT 2020,Appointment only,Appointment only,Appointment only,Appointment only,Appointment only,,,620 W. English Street,,High Point,27262,https://triadhealthproject.org/services/hiv-sti-testing/,336-884-4116,"At Triad Health Project, we provide testing for HIV and Syphilis is performed only as a blood test by drawing a small sample to be sent to a laboratory. Testing for Chlamydia and Gonorrhea is done through a small urine analysis. Results will be available in 2 weeks from the time of the testing and can be picked up in person at Triad Health Project in Greensboro.",Offices are currently closed and staff are working remotely. Staff will be returning calls if a voicemail is left. No walk-ins until further notice. All food giveaways have been postponed.,,,,,,,,
C0222,Guilford Child Development,Guilford,Head Start/Early Head Start,Schools/Child Care,Guilford County-Wide,Thu Apr 02 00:00:00 EDT 2020,N/A,N/A,N/A,N/A,N/A,,,1200 Arlington Street,,Greensboro,27406,https://guilfordchilddev.org/parents/preschool/head_start/,336-369-5097," A federally funded holistic child development program that promotes healthy prenatal care for pregnant women, enhances the development of very young children (ages 0 to 5), and promotes healthy family effectiveness.",COVID-19: Classes are cancelled and main offices are closed. Pick-up and Go/Bus Meal Delivery has begun for GCD families. Find the Pick-up and Go schedule online https://guilfordchilddev.org/blog/2020_March_blog/,Find the Pick-up and Go schedule here: https://guilfordchilddev.org/blog/2020_March_blog/,Rashad Rodas,rashad.rohas@guilfordchilddev.org,336-369-5066,,,,
C0223,Guilford County Partnership for Children,Guilford,NC Pre-K,Schools/Child Care,Guilford County-Wide,Thu May 21 00:00:00 EDT 2020,N/A,N/A,N/A,N/A,N/A,,,500 W. Friendly Avenue,Suite 100,Greensboro,27401,https://www.guilfordchildren.org/families/nc-pre-k-4-yr-olds/,336-274-5437,"The program is free to participants with the goal of helping young children (whose families financially qualify) prepare for kindergarten. NC Pre-K sites include public elementary schools, Head Start Centers and private childcare centers throughout Guilford County.","COVID-19: Beginning March 16th the Partnership office will be closed to the public. 2020-2021 NC Pre-K applications will be accepted by Drop-Off or via an online application. The dropbox is located inside the office.
NC Pre-K applications may be dropped off, Monday to Friday.  When you enter the front door, walk straight, and you will see the drop box in the door.  Please staple or paperclip your application and documents together. 


",Online application can be found here: https://docs.google.com/forms/d/e/1FAIpQLSeE6DUWZ2DOUmthnXoa454Va3bjV6x4Oh1_c0gEfDOx1xq5uQ/viewform?fbclid=IwAR0fAXx7Zudt8awto49b7_suCzswg4UG5_fBDAvvrcdZWUzCwBmlkwCJcM8,,,,,,,
C0224,Al-Anon Alateen of Greensboro/High Point NC,Guilford,Al-Anon Alateen of Greensboro/High Point NC,Substance Abuse,Guilford County-Wide,Thu May 21 00:00:00 EDT 2020,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,N/A,N/A,N/A,N/A,http://www.greensboroalanon.org/index.html,800-449-1287,"The Al-Anon Family Groups are a fellowship of relatives and friends of alcoholics who share their experience, strength, and hope in order to solve their common problems. We believe alcoholism is a family illness and that changed attitudes can aid recovery. Al-Anon is not allied with any sect, denomination, political entity, organization, or institution; does not engage in any controversy; neither endorses nor opposes any cause. There are no dues for membership. Al-Anon is self-supporting through its own voluntary contributions. Al-Anon has but one purpose: to help families of alcoholics. They do this by practicing the Twelve Steps, by welcoming and giving comfort to families of alcoholics, and by giving understanding and encouragement to the alcoholic.","Visit the following website for meeting dates and times - http://www.greensboroalanon.org/find-meetings.html . Several of meetings are continuing to take place on Zoom and other online or telephone platforms.  Virtual meetings listed on the Zoom Platform require a ""Join Meeting Password.""  Please call 336-485-8249 to receive it the password.
","Meetings are available every day of the week. See the website for information on  Electronic, Telephone, Other U.S. and International Meetings and Spanish-Speaking Meetings.",,,,,,,
C0225,Kellin Foundation,Guilford,Greensboro HEALS,Substance Abuse,Multi-County,Tue Jun 02 00:00:00 EDT 2020,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,,,2110 Golden Gate Drive,Suite B,Greensboro,27405,http://www.kellinfoundation.org/,336-429-5600,Greensboro HEALS provides uninsured individuals ages 19-64 with free mental health and substance abuse services.,"The physical office is closed. Staff will be telecommuting. Current clients have the option to keep their appointments through teletherapy if they have internet access and a smart phone or computer to use the teletherapy system. You also have the option to reschedule your appointments to a later date. Please call to indicate your preference. Unfortunately, for younger clients, play therapy will not be an option through teletherapy. It will be at the discretion of the clinician along with the guardian to determine the structure of the sessions. The HOPE Support Group will be temporarily suspended as well. Participants are welcome to call  and request an individual peer teletherapy session until group resumes.
",,McKenzie Stenberg,referral@kellinfoundation.org,336-429-5600,,,,
C0226,RHA Health Services,Guilford,Hilltop Comprehensive Substance Use Services,Substance Abuse,Multi-County,Wed Apr 22 00:00:00 EDT 2020,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,,,211 S. Centennial Street,,High Point,27260,https://rhahealthservices.org/substance-abuse-opioid-treatment/hilltop/,1-800-848-0180,"Hilltop Comprehensive Substance Use Services is an RHA Health Services program that specializes in providing wraparound support, advocacy, and various levels of treatment to people who struggle with addictive diseases.
Hilltop’s Comprehensive Substance Use Services offer outpatient rehabilitation service for groups and individuals designed to provide additional structure, guidance, and support to people trying to achieve and maintain recovery from substance use and addiction.",RHA is not taking walk-ins. All clients are being seen via telehealth or being spoken to over the phone.,,,,,,,,
