cluster_id_program,Program_Name,Progam,Org,sources,n_sources,M_n_sources,C_n_sources,MSheetID,Street Address.x,City.x,Zip.x,cluster_id_Org,Organization Name,Program Name,Domain Name,Service Factor,Service Type 1,Service Type 2,Phone Number,Fax Number,Website,Mon- Hours,Tues-Hours,Wed-Hours,Thurs-Hours,Fri-Hours,Sat-Hours,Sun-Hours,Street Address.y,City.y,Zip.y,Multiple Locations,Location Eligibility,Population Served,Brief Program Description,Age Range for Services,Specific Eligibility Criteria,Services Provided in other languages,Specify Languages,Services Offered,Duration/Length of Service,Evidence Based,Validated Screening Tools,Fees,Contact Name for Referrals,Phone Number 2,Email Address,Accepted Referral Process,Preferred Referral,Referral Form Provided,Referral Source Response Time,Practice for Following Up with Referring Organization,Current Waitlist,General Waitlist Trends,Duplication Policy,Transportation Policy,Primary Program Contact Name,Phone Number 3,Email address
c5df6c68-a7c4-4d17-9d29-0cff3a8c3552,Teen Parent Mentor Program,Teen Parent Mentor Program,YWCA Greensboro,C0047;  M0129,2,1,1,M0129,1807 Wendover Ave. E,Greensboro,27405.0,6ce29e8b-d631-44cb-b528-1f0ba17c882a,YWCA Greensboro,Teen Parent Mentor Program,NA,NA,Home Visiting Programs,Case Management,336-273-3461 (ext. 210),NA,https://ywcagsonc.org/services/teen-parent-mentor-program/,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,NA,NA,1807 Wendover Ave. E,Greensboro,27405.0,NA,Greensboro,19 and under pregnant and parenting,"The YWCA Teen Parent Mentor Program (TPMP) helps teen mothers succeed in school, postpone subsequent births to beyond adolescence, and deliver and raise healthy, school-ready children.",Any age,Pregnant and parenting mom unders 20 years old,No,NA,"Case Management, Monthly Home Visits, Transportation, School Groups, Childcare for Group Sessions",As long as the mom is under 20,NA,Nurse from Cone Health on Staff to Conduct Screenings,NA,Holly Broadwater,336-273-3461,hbroadwater@ywcagso.org,Call or Email,Email,NA,NA,NA,Y,NA,NA,NA,Holly Broadwater,NA,hbroadwater@ywcagsonc.org
ca56fe9e-882a-4c27-b68b-5a90cc8fb6c2,Triad Career Network,Triad Career Network,Triad Career Network,M0175,1,1,0,M0175,NA,NA,NA,b065726f-b0bf-4b7b-9514-e0d5089b1392,Triad Career Network,Triad Career Network,Support for a Safe Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cbc0d916-bdc1-48d9-8a4d-77aa0139f0ff,Breastfeeding Fundamentals,Breastfeeding Fundamentals,Cone Health,C0006;  M0019,2,1,1,M0019,"1200 N. Elm Street
",Greensboro,27401.0,eb6c76f2-890b-43fa-9ba2-653c27da3271,Cone Health,Breastfeeding Fundamentals,Support for Caring for Infants and Children,Parent-Child Relationship,Breastfeeding Classes,NA,336-832-6680,N/A,https://www.conehealth.com/patients-visitors/classes/results/?topicId=681,NA,Virtual Meetings Available,NA,NA,NA,NA,NA,"1200 N. Elm Street
",Greensboro,27401.0,NA,Multi-County,NA,"Join for an interactive virtual breastfeeding class. A live instructor will teach families what to expect in the first days and weeks of breastfeeding your newborn. This class covers basic concepts of breastfeeding including: latching, positioning, challenges, and maintaining your milk supply while away from your baby. Breastfeeding is a very special journey for a new family and child. Like any new skill, breastfeeding will be more successful with early preparation by increasing your knowledge and confidence. *This course is held virtually on the second and fourth Tuesdays of each month from 7:00pm-9:00pm*",All ages,People who are pregnant or recently gave birth,No,NA,Breastfeeding classes,Two hours,No,No,No,Sophia Law,336-832-6680,sophia.law@conehealth.com,"None/walk-in, Call, Email",None/walk-in,N/A,Within 24 hours,N/A,N/A,N/A,No,No,Sophia Law,336-832-6680,sophia.law@conehealth.com
cdb7ca04-05b1-46c8-a057-cd091209075c,Hilltop Comprehensive Substance Use Services,Hilltop Comprehensive Substance Use Services,RHA Health Services,C0226;  M0100,2,1,1,M0100,211 S. Centennial Street,High Point,27260.0,69359add-28a0-46d0-9a8c-d4f5d6dfb01e,RHA Health Services,Hilltop Comprehensive Substance Use Services,Support for Parent(s),Substance Abuse,Substance Use Services,NA,336-899-1505,336-899-1513,https://rhahealthservices.org/substance-abuse-opioid-treatment/hilltop/,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,NA,NA,211 S. Centennial Street,High Point,27260.0,NA,Multi-County,NA,"Hilltop Comprehensive Substance Use Services is an RHA Health Services program that specializes in providing wraparound support, advocacy, and various levels of treatment to people who struggle with addictive diseases.
Hilltop’s Comprehensive Substance Use Services offer outpatient rehabilitation service for groups and individuals designed to provide additional structure, guidance, and support to people trying to achieve and maintain recovery from substance use and addiction.",All ages?,People struggling with substance abuse,NA,NA,"Walk-in Crisis and Assessment, Outpatient Therapy, Medication Management, Peer Support, Recovery Education Center, Supported Employment and Transition Management Services",NA,NA,NA,Yes; bill to Medicaid and BCBS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cf91e74e-5b11-4584-9726-2361f33dce1d,Child Protective Services,Child Protective Services,Department of Social Services,C0016;  M0032,2,1,1,M0032,325 E. Russell Avenue,High Point,27260.0,e7d8f57d-0fa3-4030-b6e4-859fbef0e569,Department of Social Services,Child Protective Services,NA,NA,Social Services,Case Management,336-641-3795,NA,https://www.guilfordcountync.gov/our-county/human-services/social-services/children-services-and-programs,24 hours,24 hours,24 hours,24 hours,24 hours,24 hours,24 hours,325 E. Russell Avenue,High Point,27260.0,NA,Guilford County-Wide,NA,"Child Protective Services (CPS) serves to protect Guilford County’s children, strengthen the ability of families to protect and care for their own children, minimize harm to children and youth, and to ensure permanence in children’s lives. CPS also offers support to intact families, when appropriate, to stabilize the family situation and strengthen the family’s ability to fulfill parental responsibility for children.",Birth - 18,NA,NA,NA,"Emergency Assistance, Heating or Cooling Assistnace, Family Recruitment for Foster and Adoptive Homes, Food Stamps, Guardianship Services, Work First Family Assistance, and Medicaid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d173e312-dab8-4a32-8457-d881b5a4d73e,Children's Developmental Services Agencies (CDSAs),Children's Developmental Services Agencies (CDSAs),Department of Public Health,C0009;  M0028,2,1,1,M0028,122 N. Elm Street,Greensboro,27401.0,b343b89a-1575-429b-a392-46e4f841d0b5,Department of Public Health,Children's Developmental Services Agencies (CDSAs),NA,NA,Developmental Services,NA,336-334-5601,NA,https://beearly.nc.gov/index.php/contact/cdsa,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,NA,NA,122 N. Elm Street,Greensboro,27401.0,NA,Guilford County-Wide,NA,"Local Children's Developmental Services Agencies (CDSAs) are available to help families, caregivers, and professionals serve children with special needs through our Infant Toddler Program.",Birth-3,All are eligibile if need is identified,Yes,"English and Spanish, Spanish interpreter on staff and service outreach for other languages","Assistive technology services and devices, Audiology services, Early identification and screening, Evaluations and assessments, Family training, counseling, and home visits, Health services, Medical services (diagnosis and evaluation), Nursing services, Nutrition services, Occupational therapy, Physical therapy, Psychological services, Respite services, Service coordination, Social work services, Special instruction, Speech-language therapy, Transportation and related costs, Vision services",Agreed apon during Indiviual Family Service Plan (IFSP),NA,NA,NA,Debbi Kennerson,336-334-5601,debbi.kennerson@dhhs.nc.gov,"Call, email, doctor, or self referal",NA,NA,NA,NA,NA,NA,NA,NA,Debbi Kennerson,336-334-5601,debbi.kennerson@dhhs.nc.gov
d1a3cb33-f92e-4e5a-9418-8587194ea8ab,HIV/STI Testing,HIV/STI Testing,Triad Health Project,M0119;  C0219,2,1,1,M0119,801 Summit Avenue,Greensboro,27405.0,081baca6-defe-4f70-8b51-bfdc4ca2c7be,Triad Health Project,HIV/STI Testing,NA,NA,NA,NA,336-275-1654,NA,https://triadhealthproject.org/services/hiv-sti-testing/,Appointment only,Appointment only,Appointment only,Appointment only,Appointment only,NA,NA,801 Summit Avenue,Greensboro,27405.0,NA,Guilford County-Wide,NA,"At Triad Health Project, we provide testing for HIV and Syphilis and is performed only as a blood test by drawing a small sample to be sent to a laboratory. Testing for Chlamydia and Gonorrhea is done through a small urine analysis. Results will be available in 2 weeks from the time of the testing and can be picked up in person at Triad Health Project in Greensboro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d229b6b7-fdfd-47fb-8325-c75e9056a923,Malachi House,Malachi House,Malachi House,M0168,1,1,0,M0168,Po Box 3171,Greensboro,27402.0,9a7f71d7-baab-46c0-af86-2bc8aa7cc163,Malachi House,Malachi House,Support for a Safe Home,NA,housing,NA,336-375-0900,NA,http://www.malachihouse2.com/,NA,NA,NA,NA,NA,NA,NA,Po Box 3171,Greensboro,27402.0,NO,Guilford County,NA,"Malachi house provides a safe and trusting environment where men can recover from life-controlling issues, such as drug and alcohol addiction.",NA,Males only,NA,NA,"housing, case management",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d40a64e7-eb87-428d-ba1b-908f8b9003b9,Center of Hope Crisis Assistance,Center of Hope Crisis Assistance,Salvation Army of Greensboro,M0114;  C0171,2,1,1,M0114,1311 S. Eugene Street,Greensboro,27406.0,f3b8a928-fffe-469e-a2ca-fa33c260123b,Salvation Army of Greensboro,Center of Hope Crisis Assistance,Support for a Safe Home,Household Safety/Material Supports,Homeless Shelters,Transitional Housing,336-235-0348 Ext. 3,N/A,https://www.salvationarmycarolinas.org/programs/shelter,Appointment only,Appointment only,Appointment only,Appointment only,Appointment only,NA,NA,1311 S. Eugene Street,Greensboro,27406.0,No,Guilford County,NA,"When men, women and children have nowhere else to go, they can count on The Salvation Army Center of Hope. Each program is graduated to step clients from the point of crisis to the point of resolution. These programs include emergency shelter, rapid rehousing, and supportive services for veterans. The Salvation Army is an evangelical part of the universal Christian Church. Its mission is to preach the gospel of Jesus Christ and to meet human needs in His name without discrimination.",All ages,"Individuals and families meeting the HUD guidelines for homelessness, meaning that people are: (1) living in places not meant for human habitation, (2) in an emergency shelter, (3) in transitional or supportive housing, (4) is being evicted within a week from a private dwelling unit, (5) Is being discharged within a week from an institution in which the person has been a resident for more than 30 consecutive days, (6) Is fleeing a domestic violence housing situation",Yes,"English, Spanish","Emergency Shelter, Rapid Rehousing, Supportive Services for Veterans",Varies,No,No,No,NA,336-235-0348 Ext. 3,NA,"Call, Professional/Partner Referral",Call,No,Within 1 week,None,4 weeks or longer,4 weeks or longer,Duplication not allowed,None,Henrietta Bass,336-273-5572 ext.65345,henrietta.bass@uss.salvationarmy.org
d6c0e0b1-ab9c-4eb2-a375-c9bacb7725d3,Oakwood Forest Community Center,Oakwood Forest Community Center,UNCG Center for New North Carolinians,M0011,1,1,0,M0011,NA,NA,NA,4a90020e-a7cb-4d14-8871-317a0bcf2d72,UNCG Center for New North Carolinians,Oakwood Forest Community Center,NA,NA,NA,NA,336-256-0354,336-334-5416,https://cnnc.uncg.edu/community-centers/,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,NA,NA,NA,Greensboro,NA,"The CNNC Community Centers Program facilitate the integration of immigrants and refugees into the community with equity and a sense of justice through a focus on: education, health, employment, cultural brokering, referral, and advocacy.",All ages,Residents of neighborhood and the surrounding community,Yes,NA,"ESOL classes, employment readiness sessions, American cultural and social education, after-school tutoring for K-12 students, social enrichment activities (field trips and summer programming) for youth, child care for toddlers, health and safety classes, weekly visits by Congregational Nurses",Varies,No,No,No,Natacha Nikokeza,336-334-5466,n_nikoke@uncg.edu,Paper application - fax,Paper application - fax,https://cnnc.uncg.edu/wp-content/uploads/2018/07/Community-Centers-Referral-Form-1.doc,NA,NA,NA,NA,NA,NA,Natacha Nikokeza,336-334-5466,n_nikoke@uncg.edu
d760b825-b0f1-49ae-9e99-aa22c907e0c5,Case Management for High Risk Pregnancy (CMHRP) formerly OBCM,Case Management for High Risk Pregnancy (CMHRP) formerly OBCM,Department of Public Health,C0010;  M0041,2,1,1,M0041,1100 Wendover Ave.,Greensboro,27405.0,b343b89a-1575-429b-a392-46e4f841d0b5,Department of Public Health,Case Management for High Risk Pregnancy (CMHRP) formerly OBCM,NA,NA,Home Visiting Programs,Case Management,336-641-3700,NA,https://www.guilfordcountync.gov/our-county/human-services/health-department/home-visiting-services,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,NA,NA,1100 Wendover Ave.,Greensboro,27405.0,NA,Guilford County-Wide,"Pre-term baby, chronic illness such as diabetes, or other concerns","The Pregnancy Care Management Program is a free care management service available to pregnant women enrolled in North Carolina Medicaid and to a limited number of low income, uninsured pregnant women.",Prenatal,Pregnant moms enrolled in medicade in NC and to a limited number of uninsured and low income mothers. Must be in Guilford county and recieve positive risk screening,Yes,All - Spanish Interpreter on staff and use services for other languages,Care manager will work closely with you and your prenatal provider to meet your needs during pregnancy,Entire pregnancy and 2 months post partum,NA,NA,NA,Lydia Monk,336-641-3700,lmonk@guilfordcountync.gov,Call or Email,Email/Call,NA,NA,NA,N,NA,NA,NA,Lydia Monk,336-641-3700,lmonk@guilfordcountync.gov
d98748e7-efb8-488f-8e73-8dbc6fae3a44,High Point Opportunity Center,High Point Opportunity Center,Guilford Child Development,C0026;  M0062,2,1,1,M0062,2039 Brentwood Street,High Point,27263.0,9729901a-536d-4db6-a008-fbb58b3f4afb,Guilford Child Development,High Point Opportunity Center,Support for a Safe Home,Household Safety/Material Supports,Education Assistance,Literacy Services,336-887-0082,336-378-7708,https://guilfordchilddev.org/parents/ged/highpoint/,9:00am-12:00pm,9:00am-12:00pm,9:00am-12:00pm,9:00am-12:00pm,9:00am-12:00pm,NA,NA,2039 Brentwood Street,High Point,27263.0,NA,Guilford County-Wide,NA,"HPOC offers classes for parents in GED studies, financial literacy, nutrition. They also offer EDU 119 for parents interested in early education. They provide assistance with bus passes and childcare.",Adults and their children (6 weeks to 5 years old),Participants must have a child enrolled in a High Point Head Start Center or have been referred by a trusted partner.,Yes,"English, Spanish","ESOL, GED classes, Adult Basic Education (ABE), nutrition classes, job training, child care services",August-December and January-May,No,Assessment/placement provided by GTCC,"No, except for EDU classes",Janie Costello,336-908-0711,jane.costello@guilfordchilddev.org,"None/walk-in, call, online application, Professional/Partner referral","Call, online application, Professional/Partner referral",https://guilfordchilddev.org/parents/ged/contact,Within 1 week,Contact referring agencies for update,None,None,Duplication allowed,"Yes, bus passes",Janie Costello,336-908-0711,jane.costello@guilfordchilddev.org
dbdcf064-a3b2-48d3-8f8d-d56daf4ef933,NC Works,NC Works,NC Works,M0169,1,1,0,M0169,2301 W. Meadowview Rd,Greensboro,27407.0,a73c8497-7de5-4038-88ae-b4f5e3f84543,NC Works,NC Works,Support for a Safe Home,NA,NA,NA,336-297-9444,NA,https://www.ncworks.gov/vosnet/Default.aspx,8:30am-5:00pm,8:30am-5:00pm,8:30am-5:00pm,8:30am-5:00pm,8:30am-5:00pm,closed,closed,2301 W. Meadowview Rd,Greensboro,27407.0,YES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dca8f357-9890-4781-af2b-5232a693f32c,NA,NA,High Point Medical Center Lactation Services,M0184,1,1,0,M0184,NA,NA,NA,73c27a0a-ef7f-4d69-9e91-075cf97b2e31,High Point Medical Center Lactation Services,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
df1f34cf-11e7-4062-8cda-587596593eef,Alcohol and Drug Treatment,Alcohol and Drug Treatment,Ringer Center,C0227;  M0102,2,1,1,M0102,213 E. Bessemer Avenue,Greensboro,27401.0,04199905-234d-45ce-80e1-43a1194375ae,Ringer Center,Alcohol and Drug Treatment,NA,NA,Substance Use Services,NA,336-379-7146,NA,https://ringercenter.com/,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,NA,NA,213 E. Bessemer Avenue,Greensboro,27401.0,NA,Greensboro,NA,"Ringer Center Alcohol and Drug Treatment is a program were they care for individuals suffer from alcohol and other drug abuse. They give a evaluation with the clinical director or license subtance abuse counselor to help the patient through the process. The Ringer Center Alcohol and Drug Treatments offers ambulatory detox or outpatient detox that is often utlizie the same medications as given in hospital. They provide individual, group, family, and medication management services for those seeking help with substance abuse.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stephen W. Ringer,NA,NA
df1f6212-b565-4a44-98d5-64d9d3c182e7,Lindys Kids,Lindys Kids,Kellin Foundation,M0078;  C0034,2,1,1,M0078,2110 Golden Gate Drive Suite B,Greensboro,27405.0,24ff8ea8-6525-499e-a371-5ac58ce35e55,Kellin Foundation,Lindys Kids,Support for a Safe Home,Household Safety/Material Supports,Financial Assistance,NA,336-429-5600,336-850-5600,http://www.kellinfoundation.org/,N/A,N/A,N/A,N/A,N/A,NA,NA,2110 Golden Gate Drive Suite B,Greensboro,27405.0,NA,Multi-County,NA,Lindy’s Kids provides financial assistance to kids and families in order to help them maintain a safe living environment and have access to opportunities that enhance their well-being.,Children,"Family in need of rent assistance, food assistance, financial assistance, basic hygiene needs, or other needs.",Bilingual staff on-site,English/Spanish,Financial Assistance,NA,No,NA,Free,McKenzie Stenberg,336-373-4827,referral@kellinfoundation.org,"Online, Fax",Online,NA,Referral Source must request,NA,None,NA,None,N/A,Kelly Graves,336-429-5600,kelly@kellinfoundation.org
df7405ec-2045-4170-a12f-4b395f149da8,Health and Wellness,Health and Wellness,World Relief Triad,M0126;  C0184,2,1,1,M0126,"155 Northpoint Avenue, Suite 102",High Point,27262.0,83f39ea8-7174-4565-8f09-928a18c8cf2d,World Relief Triad,Health and Wellness,Support for a Safe Home,Family and Community Safety,Immigration Services,NA,336-887-9007,336-887-5245,https://worldrelieftriad.org/health-and-wellness,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,NA,NA,"155 Northpoint Avenue, Suite 102",High Point,27262.0,NA,"High Point, Greater High Point",NA,"The World Relief Triad Health and Wellness Program is here to respond with on-site therapy and counseling, and individual and family case management services for clients with serious or acute medical needs. Health and Wellness staff and volunteers help clients navigate the often difficult and confusing medical system, provide transportation to appointments and procedures, and help clients access medications. We also provide health education to help clients understand and manage their medical conditions, learn personal and residential sanitation techniques, respond to medical emergencies, or utilize over the counter drugs. The goal is to empower clients to become self-sufficient in managing their own health care. World Relief Triad is a faith-based organization that serves those who are suffering from injustice and poverty, regardless of color, gender, or belief.",NA,NA,NA,NA,"On-site therapy and counseling, case management, transportation to appointments and procedures, medication access, health education,",NA,NA,NA,NA,Mary Cowan,NA,mcowan@wr.org,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mary Cowan,NA,mcowan@wr.org
e2b7943c-661f-4797-904e-b2201b98c983,NCASC,NCASC,NC African Services Coalition,M0178,1,1,0,M0178,NA,NA,NA,dc19554e-ff0f-4a65-871a-d1d1a38dd8b2,NC African Services Coalition,NCASC,NA,NA,NA,NA,336-574-2677,336-574-2672,https://ascafrica.org/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Guilford County,NA,"provides services to refugees, asylees, and human trafficking victims who settle in Greensboro, NC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
e2d9a8d4-8a77-4eb7-a696-b720716740bd,Boys and Girls Club at Central Asheboro Club,Boys and Girls Club at Central Asheboro Club,Boys and Girls Club of Greater High Point,C0001;  M0004,2,1,1,M0004,801 Sunset Avenue,Asheboro,27203.0,f1daa81b-2f0d-438c-94f9-514d60cacbf8,Boys and Girls Club of Greater High Point,Boys and Girls Club at Central Asheboro Club,Support for Caring for Infants and Children,Child Care Plans,After-School Programs,NA,336-625-5550,NA,https://www.hpclubs.org/,"School Months:
 2:00 pm – 7:00 pm

Summer Months & Holidays 9:00 am – 6:00 pm","School Months:
 2:00 pm – 7:00 pm

Summer Months & Holidays 9:00 am – 6:00 pm","School Months:
 2:00 pm – 7:00 pm

Summer Months & Holidays 9:00 am – 6:00 pm","School Months:
 2:00 pm – 7:00 pm

Summer Months & Holidays 9:00 am – 6:00 pm","School Months:
 2:00 pm – 7:00 pm

Summer Months & Holidays 9:00 am – 6:00 pm",NA,NA,801 Sunset Avenue,Asheboro,27203.0,NA,NA,NA,"Boys and Girls Club mission is to enable all young people, especially those who need us most, to reach their full potential as productive, caring, responsible citizens.",Thu Jun 18 00:00:00 EDT 2020,NA,NA,NA,"Educational, recreational, cultural and social activities","All year , except holidays",N/A,N/A,$2 per year,NA,NA,NA,Paper application,NA,NA,NA,NA,NA,NA,NA,Only for field trips,NA,NA,Info@hpclubs.org
e2e50d7b-9422-4484-911a-b773b7cc9038,High Point Parks and Recreation,High Point Parks and Recreation,High Point Parks and Recreation,M0069;  C0031,2,1,1,M0069,136 Northpoint Avenue,High Point,27262.0,2a40de05-0951-4192-ae95-b85252d22b34,High Point Parks and Recreation,High Point Parks and Recreation,NA,NA,NA,NA,336-883-3469,NA,https://www.highpointnc.gov/368/Parks-Recreation,N/A,N/A,N/A,N/A,N/A,NA,NA,136 Northpoint Avenue,High Point,27262.0,NA,"High Point, Greater High Point",NA,"The High Point Parks and Recreation Department exists to provide professional and diverse leisure opportunities through inclusive programs, facilities, parks, and open space, ensuring that High Point is a desirable place to work, live, and play.",All ages,N/A,NA,NA,"Programs, facilities, parks, and open space,",As needed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,Lee Tillery,336-883-3469,lee.tillery@highpointnc.gov
e6b2e293-6da8-426d-ab2c-e7f1f3f2dcf8,Head Start/Early Head Start,Head Start/Early Head Start,Guilford Child Development,M0061;  C0222,2,1,1,M0061,1200 Arlington Street,Greensboro,27406.0,9729901a-536d-4db6-a008-fbb58b3f4afb,Guilford Child Development,Head Start/Early Head Start,Support for Caring for Infants and Children,Child Care Plans,Early Education Child Care,NA,336-369-5097,336-378-7708,https://guilfordchilddev.org/parents/preschool/head_start/,8:00am-2:00pm,8:00am-2:00pm,8:00am-2:00pm,8:00am-2:00pm,8:00am-2:00pm,NA,NA,1200 Arlington Street,Greensboro,27406.0,NA,Guilford County-Wide,NA,"A federally funded holistic child development program that promotes healthy prenatal care for pregnant women, enhances the development of very young children (ages 0 to 5), and promotes healthy family effectiveness.",Children ages 6 weeks to 4 years old,Families at or below the federal poverty line or families with a child who has a diagnosed disability,No,English,"Creative Curriculum education, meals and snacks, access to health specialists, case management",August-June each year,Yes,NA,No,Rashad Rodas,336-369-5066,rashad.rodas@guilfordchilddev.org,"Online application, Professional/Partner referral",Online application,https://guilfordchilddev.org/parents/preschool/head_start/forms/,NA,NA,4 weeks or longer,4 weeks or longer,No duplication allowed,"Yes, some locations provide transportation for 3 and 4 year olds",Rashad Rodas,336-369-5066,rashad.rodas@guilfordchilddev.org
e6b69a52-0c25-471c-b2b4-dbab5c50d159,Indiviual and Group Counseling,Indiviual and Group Counseling,UNCG Psychology Clinic,M0138,1,1,0,M0138,"1100 West Market Street in Greensboro, NC on the 2nd floor",Greensboro,27403.0,b1675b23-a7ce-4cc7-9985-dced82471d0c,UNCG Psychology Clinic,Indiviual and Group Counseling,NA,NA,NA,NA,336-334-5662,(336) 334-5754,https://psy.uncg.edu/clinic/,8:30am-8:00pm,8:30am-8:00pm,8:30am-8:00pm,8:30am-8:00pm,8:30am-7:00pm,NA,NA,"1100 West Market Street in Greensboro, NC on the 2nd floor",Greensboro,27403.0,NA,NA,NA,"The psychological services provided at the UNCG Psychology Clinic include individual and group therapy for children, families, and adults. We provide comprehensive psychological evaluations for a variety of cognitive, educational, emotional, and behavioral difficulties in children and adults.",All ages,NA,NA,NA,"Indiviual or Group Counseling, Psycological testing, DREAM Camp (for children and adolecents with social struggles)",NA,NA,NA,"105 per session, finacial assistance is able to be applied for, Sandhills Medicare can be be applied for Guilford County only.",NA,336-334-5662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
e923d034-d778-4c84-929b-9d69ab86f6ad,Food Giveaway,Food Giveaway,Out of the Garden Project,M0091;  C0071,2,1,1,M0091,1806 Merrit Drive,Greensboro,27407.0,b5b97ed9-549d-4193-81d2-04b6c3cc5a62,Out of the Garden Project,Food Giveaway,Support for a Safe Home,Household Safety/Material Supports,Food/Nutrition Assistance,NA,336-430-6070,NA,https://outofthegardenproject.org/,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,1806 Merrit Drive,Greensboro,27407.0,NA,Guilford County-Wide,NA,Out of the Garden Project is the largest nonprofit in the Piedmont Triad with the mission of feeding children and their families.,Specifically for families with children 0-18 years of age,Must qualify by income,Yes,"English, Spanish","Distribute fresh produce, bread, meat, and shelf-stable items",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don Milholin,336-430-6070 ext. 5,don@outofthegardenproject.org
ea32c90d-1d40-4a45-928b-34e2d82e9006,Bread of Life Food Pantry,Bread of Life Food Pantry,Turning Point 180,M0148,1,1,0,M0148,1606 Phillips Ave,Greensboro,27405.0,386f8f4b-143f-4c60-b102-b98f5cd6358d,Turning Point 180,Bread of Life Food Pantry,NA,NA,NA,NA,336-272-1520,NA,http://turningpoint180.com/fight-hunger/,10am-2pm by appointment,1-4pm by appointment,NA,1-4pm by appointment,NA,NA,NA,1606 Phillips Ave,Greensboro,27405.0,NA,Greensboro and surronding areas,NA,The pantry provides emergency food services to Greensboro and surrounding areas. Bread of life has formed strategic partnerships with local organizations that have allowed them to consistently serve over 2000 people each year.,NA,Must have valid ID,NA,NA,Food Pantry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ea63d5ef-64ae-4a90-90f5-c57a049feff6,Learning Together,Learning Together,Guilford Child Development,M0063;  C0180,2,1,1,M0063,1200 Arlington Street,Greensboro,27406.0,9729901a-536d-4db6-a008-fbb58b3f4afb,Guilford Child Development,Learning Together,Support for a Safe Home,Household Safety/Material Supports,Literacy Services,Education Assistance,336-369-5074,336-378-7708,https://guilfordchilddev.org/parents/ged/learning_together/,9:00am-12:00pm,9:00am-12:00pm,9:00am-12:00pm,9:00am-12:00pm,9:00am-12:00pm,NA,NA,1200 Arlington Street,Greensboro,27406.0,NA,Guilford County-Wide,NA,A two-generational family literacy program that serves immigrant/refugee mothers and their children achieve their goals together. There are two program sites - one in Greensboro and another in High Point.,Mothers and their children (6 months to 5 years old),"Immigrant/refugee mothers and children, especially if they are low-income",Yes,"English, Spanish, French, and Arabic (French and Arabic on a limited basis)","ESOL, parenting education, Parent and Child Together time (PACT), child care services, service-learning",August-December and January-May,No,English testing provided by GTCC,No,Karen Martinez,919-559-5809,karen@guilfordchilddev.org,"None/walk-in, Call, Online application, Professional/Partner referral","Call, Online application, Professional/Partner referral",https://guilfordchilddev.org/parents/english/contact/,Within 1 week,Contact referring agencies for update,None,None,No duplication allowed,No,Karen Martinez,919-559-5809,karen@guilfordchilddev.org
