Column,Organization Name,Program Name,Domain Name,Service Factor,Service Type 1,Service Type 2,Phone Number,Fax Number,Website,Mon- Hours,Tues-Hours,Wed-Hours,Thurs-Hours,Fri-Hours,Sat-Hours,Sun-Hours,Street Address,City,Zip,Multiple Locations,Location Eligibility,Population Served,Brief Program Description,Age Range for Services,Specific Eligibility Criteria,Services Provided in other languages,Specify Languages,Services Offered,Duration/Length of Service,Evidence Based,Validated Screening Tools,Fees,Contact Name for Referrals,Phone Number 2,Email Address,Accepted Referral Process,Preferred Referral,Referral Form Provided,Referral Source Response Time,Practice for Following Up with Referring Organization,Current Waitlist,General Waitlist Trends,Duplication Policy,Transportation Policy,Primary Program Contact Name,Phone Number 3,Email address
M0092,Out of the Garden Project ,Food Giveaway,Support for a Safe Home,Household Safety/Material Supports,Food/Nutrition Assistance,,336-430-6070,,https://outofthegardenproject.org/,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,1301 Alamance Church Road,Greensboro,27406.0,,Guilford County-Wide,,Out of the Garden Project is the largest nonprofit in the Piedmont Triad with the mission of feeding children and their families.,Specifically for families with children 0-18 years of age,Must qualify by income,Yes,"English, Spanish","Distribute fresh produce, bread, meat, and shelf-stable items ",,,,,,,,,,,,,,,,,Don Milholin,336-430-6070 ext. 5,don@outofthegardenproject.org
M0093,Out of the Garden Project ,Fresh Moblie Market,Support for a Safe Home,Household Safety/Material Supports,Food/Nutrition Assistance,,336-430-6070,,https://outofthegardenproject.org/programs/fresh-mobile-markets/,,,,,,,,300 NC Highway 68 South,Greensboro,27409.0,,Guilford County-Wide,,"Out of the Garden's Fresh Mobile Markets program is a mobile food pantry service that distributes fresh produce, bread, meat, and shelf-stable items to qualifying families with children 0-18 years). Families and households with children who are eligible for Supplementary Nutrition Assistance Program (SNAP) benefits automatically qualify for this service. ID required, limited to one Fresh Mobile Market each month.",Specifically for families with children 0-18 years of age,Must qualify by income,Yes,"English, Spanish","Distribute fresh produce, bread, meat, and shelf-stable items ",,,,,,,,,,,,,,,,,Don Milholin,336-430-6070 ext. 5,don@outofthegardenproject.org
M0094,Parents as Teachers,Parents as Teachers,,,Home Visiting Programs ,,336-691-0024,,https://patgc.org/,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,,,415 N. Edgeworth Street Suite 206,Greensboro,27455.0,,Guilford County-Wide,,"Parents as Teachers Guilford County was built on the principle that parents are their child’s first and best teachers. All parents, regardless of personal circumstances, can be empowered to gain control over difficult life events and can interact with their children in a way that facilitates healthy development. Through the combined use of personal visits, group connections, developmental screenings and our resource network, our Parent Educators partner with more than 70 families a year to help build their capacity to support their child’s development.",Birth-5,Parents during pregnancy through kindergarden who live in Guilford County ,Yes,"English, Spanish, interpreter provided for refugee and immigrant families with other language needs","home visits, group connections, developmental screenings and resource referrals, parenting education and support",Up to 5 years ,,,,Patti Learman,336-691-0024,patgc@patcg.org,Phone or email ,,,,,,,,,Patti Learman,336-691-0024,patgc@patcg.org
M0095,Piedmont Health Services and Sickle Cell Agency,Healthy Start Triad Baby Love Plus ,,,Home Visiting Programs,Case Management,336-274-1507,,https://www.piedmonthealthservices.org/,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,,,1102 E. Market St. ,Greensboro,27401.0,,County-Wide,"Medicaid Eligible Women Ages 15-44 preconception, prenatal, intraconception (6months of age or less)","Triad Baby Love Plus (TBLP) is a FREE program designed to promote healthy pregnancies, positive birth outcomes and provide participants with the knowledge and resources needed to give babies their best start in life! The purpose of TBLP is to improve the health of women before, during and after pregnancy; improve father/male partner involvement; address health disparities; build community capacity for healthier babies",,,,,Case Management: Provide home visits as needed,,,,,,,,,Phone,,,,,,,,Angela Bratton,,abratton@piedmonthealthservices.org
M0096,Postpartum Support International,Postpartum Depression Hotline,Support for Health Care,Maternal Health,Postpartum Mental Health Services,,800-944-4773,,https://www.postpartum.net/,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,,,,,,,Multi-County,,"24 hour hotline for mothers experiencing postpartum depression, online support groups, provider directory",N/A,N/A,Yes,"English, Spanish", Online support groups,As needed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
M0097,Reading Connections,Reading Connections,Support for a Safe Home,Household Safety/ Material Supports,Literacy Services,Education Assistance,336-230-2223,,https://readingconnections.org/,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,,,122. Elm Street Suite 920,Greensboro,27401.0,,Guilford County-Wide,,"Reading Connections is a nonprofit agency that provides innovative programs designed to improve literacy, language skills, educational equity, and self-esteem for adults in Guilford County, N.C.",18+,"ABE-Native speakers, ESOL non-native speakers",Yes,"English, Spanish, etc (depending on where theyre from)","Improve literacy, language skills, educational equity, and self-esteem ",Atleast 1 year,N/A,Casas ,Free,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,"Yes, based upon tutor availiability",No,No,Shayla Hilton,336-230-2223,shilton@readingconnections.org
M0098,Reading Connections,Reading Connections,Support for a Safe Home,Household Safety/ Material Supports,Literacy Services,Education Assistance,336-884-7323,,https://readingconnections.org/,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,,,901 N. Main Street,High Point,27262.0,,Guilford County-Wide,,"Reading Connections is a nonprofit agency that provides innovative programs designed to improve literacy, language skills, educational equity, and self-esteem for adults in Guilford County, N.C.",18+,"ABE-Native speakers, ESOL non-native speakers",Yes,"English, Spanish, etc (depending on where theyre from)","Improve literacy, language skills, educational equity, and self-esteem ",Atleast 1 year,N/A,Casas ,Free,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,"Yes, based upon tutor availiability",No,No,Shayla Hilton,336-230-2224,shilton@readingconnections.org
M0099,Restoration Place Counseling,Restoration Place Counseling,Support for a Safe Home,History of Parenting Difficulties,Adult Mental Health Services,,336-542-2060,,https://rpcounseling.org/,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,,,1301 Carolina Street,Greensboro,27401.0,,Multi-County,,"At Restoration Place Counseling, the counselors blend proven psychological principles with a biblical worldview to offer counseling and support to their clients. Their priority goal is to journey with their clients through a process of healing and restoration that allows clients to fully accept and experience God’s unconditional love and find freedom from life-crippling issues that inhibit them from reaching their full potential. ",,,,,Counseling,,,,Cost per Session: $25 - $120,,,,,,,,,,,,,Tara Beal,336-542-2060,reception@rpcounseling.org
M0100,RHA Health Services,Hilltop Comprehensive Substance Use Services,Support for Parent(s),Substance Abuse,Substance Use Services,,336-899-1505,336-899-1513,https://rhahealthservices.org/substance-abuse-opioid-treatment/hilltop/,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,,,211 S. Centennial Street,High Point,27260.0,,Multi-County,,"Hilltop Comprehensive Substance Use Services is an RHA Health Services program that specializes in providing wraparound support, advocacy, and various levels of treatment to people who struggle with addictive diseases.
Hilltop’s Comprehensive Substance Use Services offer outpatient rehabilitation service for groups and individuals designed to provide additional structure, guidance, and support to people trying to achieve and maintain recovery from substance use and addiction.",All ages?,People struggling with substance abuse,,,"Walk-in Crisis and Assessment, Outpatient Therapy, Medication Management, Peer Support, Recovery Education Center, Supported Employment and Transition Management Services",,,,Yes; bill to Medicaid and BCBS,,,,,,,,,,,,,,,
M0101,RHA Health Services,RHA Behavioral Health Clinic,Support for Parent(s),Substance Abuse,Adult Mental Health Services,Substance Use Services,336-899-1505,336-899-1513,https://rhahealthservices.org/mental-health-services/walk-in-open-access-nc/,8:00am-5:00pm,8:00am-5:00pm,8:00am-5:00pm,8:00am-5:00pm,8:00am-5:00pm,,,211 S. Centennial Street,High Point,27260.0,,Multi-County,,"RHA Behavioral Health Clinic's goal is to provide you a welcoming place where you can walk in anytime without an appointment and talk with a staff member about your current mental health and/or substance use situation and needs. You will learn about options for treatment, support and resources. Same-Day Access hours (guaranteeing clinical assessment before referral) are M-F 8:30am-3:00pm.",All ages,People struggling with mental health and/or substance use,,,"Walk-in Crisis and Assessment, Outpatient Therapy, Medication Management, Peer Support, Recovery Education Center, Supported Employment and Transition Management Services",2-3 hours,,,Yes; bill to Medicaid and BCBS,,,,"None/walk-in, Call, Professional/Partner Referral",,,,,,,,,Blair Hedgecock,336-899-1505,blair.hedgecock@rhanet.org
M0102,Ringer Center,Alcohol and Drug Treatment,,,Substance Use Services,,336-379-7146,,https://ringercenter.com/,9am-6pm ,9am-6pm,9am-6pm,9am-6pm,9am-6pm,,,213 E. Bessemer Avenue,Greensboro,27401.0,,Greensboro,,"Ringer Center Alcohol and Drug Treatment is a program were they care for individuals suffer from alcohol and other drug abuse. They give a evaluation with the clinical director or license subtance abuse counselor to help the patient through the process. The Ringer Center Alcohol and Drug Treatments offers ambulatory detox or outpatient detox that is often utlizie the same medications as given in hospital. They provide individual, group, family, and medication management services for those seeking help with substance abuse. ",,,,,,,,,,,,,,,,,,,,,,Stephen W. Ringer,,
M0103,Ringer Center,Department of Transportation Assessments,,,Substance Use Services,,336-379-7146,,https://ringercenter.com/,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,,,213 E. Bessemer Avenue,Greensboro,27401.0,,Greensboro,,Ringer Center offers a Department of Transportation Assessment is for clients who have a violation due to positive alcohol and drug test ,,,,,,,,,"Initial assessment: $175
Follow up assessment: $100
",,,,,,,,,,,,,Stephen W. Ringer,,
M0104,Ringer Center,Drug Detoxification,,,Substance Use Services,,336-379-7146,,https://ringercenter.com/,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,,,213 E. Bessemer Avenue,Greensboro,27401.0,,Greensboro,,"Ringer Center has a program called Drug Detoxification which offers ""Ambulatory Detox Services"" to help the Opiate addict successfully detox from their present condition over an approximate seven to ten day period while they are actively participating in our Outpatient Program. The Alcohol dependency requires a five to seven day detoxififcation period using detox drugs from a local hosiptal. ",,,,,,,,,,,,,,,,,,,,,,Stephen W. Ringer,,
M0105,Ringer Center,DWI Assessments/Treatment,,,Substance Use Services,,336-379-7146,,https://ringercenter.com/,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,,,213 E. Bessemer Avenue,Greensboro,27401.0,,Greensboro,,RInger Center offers a DWI Assessment which is a 24-48 hours period for $100 dollars. They work with local attorneys so that that you don't have to worry about the paperwork involved. They get a accurate assessment so when you go to court the judge will have correct information. ,,,,,,,,,100.0,,,,,,,,,,,,,Stephen W. Ringer,,
M0106,Ringer Center,Mental Evaluations,,,Adult Mental Health Services,,336-379-7146,,https://ringercenter.com/,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,,,213 E. Bessemer Avenue,Greensboro,27401.0,,Greensboro,,Ringer Center offers Individual Therapy which a therapist will help with treatment plans and how often sessions will occur. The Individual Therapy allows you to discuss your thoughts and feelings with your own therapist who is there to provide confidental useful interventions  ,,,,,,,,,,,,,,,,,,,,,,Stephen W. Ringer,,
M0107,Ringer Center,Therapy,,,Child and Family Mental Health Services,,336-379-7146,,https://ringercenter.com/,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,,,213 E. Bessemer Avenue,Greensboro,27401.0,,Greensboro,,Ringer Center offers Family Therapy which is specialized around family by a licensed family therapist who will work to help you resolve whatever is causing the problem in your family ,,,,,,,,,,,,,,,,,,,,,,Stephen W. Ringer,,
M0108,Ringer Center,Urinalysis,,,Substance Use Services,,336-379-7146,,https://ringercenter.com/,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,,,213 E. Bessemer Avenue,Greensboro,27401.0,,Greensboro,,"Ringer Center offers a Urinalysis Testing which can besent off for testong to a laboratory contract agency.  They offer a five panel dipstick test and ten panel quantitative test only for reqistered clients only, actively engaged or who have been treated before.If you arealready in a program you are being tested throughout the program",,,,,,,,,,,,,,,,,,,,,,Stephen W. Ringer,,
M0109,Room at the Inn,Mary Nussbaum Maternity Home,Support for a Safe Home,Household Safety/Material Supports,Transitional Housing,Case Management,336-996-3788,336-275-9522,https://www.roominn.org/,Appointment only,Appointment only,Appointment only,Appointment only,Appointment only,,,734 Park Avenue,Greensboro,27405.0,,Multi-County,,"Room At The Inn, Inc. is an unique, comprehensive program helping homeless single pregnant women with or without previous children. Room at the Inn helps not only during pregnancies but also after the birth of their babies. Room at the Inn is a Catholic agency welcoming people of all faiths and backgrounds.",Adults 18+,"North Carolina residents who are homeless, at least 14 weeks pregnant and without severe psychiatric history",Yes,Spanish,"Shelter, food, material needs, case management, child care, life skills education, adoption counseling when desired","Until the baby is born (Extended Care, College Program, or graduate into Aftercare)",No,No,Yes,Brenda Bline,336-996-3788,info@roominn.org,"Call, Email, Professional/Partner Referral","Call, Professional/Partner Referral",No,Within 24 hours,,,,None,No,Albert Hodges,336-996-3788,roomattheinn@triad.rr.com
M0110,Salvation Army of Greensboro,Boys and Girls Club at Caldcleugh Unit,Support for Caring for Infants and Children,Child Care Plans,After-School Programs,,336-373-5881,N/A,https://www.salvationarmycarolinas.org/bgcgreensboro/home/,N/A,N/A,N/A,N/A,N/A,,,1700 Orchard Street,Greensboro,27406.0,,Greater Greensboro,,"The Salvation Army Boys & Girls Club of Greensboro offers young people what they need and want most – adults who respect and listen to them; a safe environment where they can have fun and be themselves; and interesting, constructive activities that channel youthful energy into challenging pursuits. The Salvation Army is an evangelical part of the universal Christian Church. Its mission is to preach the gospel of Jesus Christ and to meet human needs in His name without discrimination.",Children 6-18,Anyone,,,"Education and Career Development, Character and Leadership Development, Spiritual Development, Health and Life Skills, The Arts, Sports, Fitness and Recreation",Varies,No,No,"Scholarships are available. $7 for annual membership, $15 per week for after-school programs, and $50 per week during the summer.",Jumual Wallace,336-373-5581,jumual.wallace@uss.salvationarmy.org,"Paper application - email, Paper application - drop-off",,https://www.salvationarmycarolinas.org/bgcgreensboro/membership-application.pdf,,N/A,,,Duplication allowed,No,Grace Thompson,336-907-3635 x65396,grace.thompson@uss.salvationarmy.org
M0111,Salvation Army of Greensboro,Boys and Girls Club at Hickory Trails,Support for Caring for Infants and Children,Child Care Plans,After-School Programs,,336-292-0438,N/A,https://www.salvationarmycarolinas.org/bgcgreensboro/home/,N/A,N/A,N/A,N/A,N/A,,,4223 Romaine Street,Greensboro,27407.0,,Greater Greensboro,,"The Salvation Army Boys & Girls Club of Greensboro offers young people what they need and want most – adults who respect and listen to them; a safe environment where they can have fun and be themselves; and interesting, constructive activities that channel youthful energy into challenging pursuits. The Salvation Army is an evangelical part of the universal Christian Church. Its mission is to preach the gospel of Jesus Christ and to meet human needs in His name without discrimination.",Children 6-18,Anyone,,,"Education and Career Development, Character and Leadership Development, Spiritual Development, Health and Life Skills, The Arts, Sports, Fitness and Recreation",Varies,No,No,"Scholarships are available. $7 for annual membership, $15 per week for after-school programs, and $50 per week during the summer.",Chelsea Tatum,336-292-0438,chelsea.tatum@uss.salvationarmy.org,"Paper application - email, Paper application - drop-off",,https://www.salvationarmycarolinas.org/bgcgreensboro/membership-application.pdf,,N/A,,,Duplication allowed,No,Grace Thompson,336-907-3635 x65396,grace.thompson@uss.salvationarmy.org
M0112,Salvation Army of Greensboro,Boys and Girls Club at Reynolds Unit,Support for Caring for Infants and Children,Child Care Plans,After-School Programs,,336-907-3635 Ext. 2,N/A,https://www.salvationarmycarolinas.org/bgcgreensboro/home/,N/A,N/A,N/A,N/A,N/A,,,1001 Freeman Mill Road,Greensboro,27406.0,,Greater Greensboro,,"The Salvation Army Boys & Girls Club of Greensboro offers young people what they need and want most – adults who respect and listen to them; a safe environment where they can have fun and be themselves; and interesting, constructive activities that channel youthful energy into challenging pursuits. The Salvation Army is an evangelical part of the universal Christian Church. Its mission is to preach the gospel of Jesus Christ and to meet human needs in His name without discrimination.",Children 6-18,Anyone,,,"Education and Career Development, Character and Leadership Development, Spiritual Development, Health and Life Skills, The Arts, Sports, Fitness and Recreation",Varies,No,No,"Scholarships are available. $7 for annual membership, $15 per week for after-school programs, and $50 per week during the summer.",Stephanie Robinson,336-907-3635 ext. 2,stephanie.t.robinson@uss.salvationarmy.org,"Paper application - email, Paper application - drop-off",,https://www.salvationarmycarolinas.org/bgcgreensboro/membership-application.pdf,,N/A,,,Duplication allowed,No,Grace Thompson,336-907-3635 x65396,grace.thompson@uss.salvationarmy.org
M0113,Salvation Army of Greensboro,Boys and Girls Club at Teen Center,Support for Caring for Infants and Children,Child Care Plans,After-School Programs,,336-907-3635 Ext. 2,N/A,https://www.salvationarmycarolinas.org/bgcgreensboro/home/,N/A,N/A,N/A,N/A,N/A,,,400 W. Whittington Street,Greensboro,27406.0,,Greater Greensboro,,"The Salvation Army Boys & Girls Club of Greensboro offers young people what they need and want most – adults who respect and listen to them; a safe environment where they can have fun and be themselves; and interesting, constructive activities that channel youthful energy into challenging pursuits. The Salvation Army is an evangelical part of the universal Christian Church. Its mission is to preach the gospel of Jesus Christ and to meet human needs in His name without discrimination.",Children 13-18,Anyone,,,"Education and Career Development, Character and Leadership Development, Spiritual Development, Health and Life Skills, The Arts, Sports, Fitness and Recreation",Varies,No,No,"Scholarships are available. $7 for annual membership, $15 per week for after-school programs, and $50 per week during the summer.",Mary Banks,336-273-5572 ext. 65507,marylou.banks@uss.salvationarmy.org,"Paper application - email, Paper application - drop-off",,https://www.salvationarmycarolinas.org/bgcgreensboro/membership-application.pdf,,N/A,,,Duplication allowed,No,Grace Thompson,336-907-3635 x65396,grace.thompson@uss.salvationarmy.org
M0114,Salvation Army of Greensboro,Center of Hope Crisis Assistance ,Support for a Safe Home,Household Safety/Material Supports,Homeless Shelters,Transitional Housing,336-235-0348 Ext. 3,N/A,https://www.salvationarmycarolinas.org/programs/shelter,Appointment only,Appointment only,Appointment only,Appointment only,Appointment only,,,1311 S. Eugene Street,Greensboro,27406.0,No,Guilford County ,,"When men, women and children have nowhere else to go, they can count on The Salvation Army Center of Hope. Each program is graduated to step clients from the point of crisis to the point of resolution. These programs include emergency shelter, rapid rehousing, and supportive services for veterans. The Salvation Army is an evangelical part of the universal Christian Church. Its mission is to preach the gospel of Jesus Christ and to meet human needs in His name without discrimination.",All ages,"Individuals and families meeting the HUD guidelines for homelessness, meaning that people are: (1) living in places not meant for human habitation, (2) in an emergency shelter, (3) in transitional or supportive housing, (4) is being evicted within a week from a private dwelling unit, (5) Is being discharged within a week from an institution in which the person has been a resident for more than 30 consecutive days, (6) Is fleeing a domestic violence housing situation",Yes,"English, Spanish","Emergency Shelter, Rapid Rehousing, Supportive Services for Veterans",Varies,No,No,No,,336-235-0348 Ext. 3,,"Call, Professional/Partner Referral",Call,No,Within 1 week,None,4 weeks or longer,4 weeks or longer,Duplication not allowed,None,Henrietta Bass,336-273-5572 ext.65345,henrietta.bass@uss.salvationarmy.org
M0115,Sandhills Center,Sandhills Center,,,Adult Mental Health Services,Child and Family Mental Health Services,1-800-256-2452,,http://shcextweb.sandhillscenter.org/shc_providersdirectory/,24 hours,24 hours,24 hours,24 hours,24 hours,24 hours,24 hours,201 N. Eugene Street,Greensboro,27401.0,,Multi-County,,"Sandhills Center manages public mental health, intellectual/developmental disabilities and substance use disorder services for the citizens of Anson, Guilford, Harnett, Hoke, Lee, Montgomery, Moore, Randolph and Richmond counties.  Sandhills Center does not provide services directly, but acts as an agent of the North Carolina Department of Health & Human Services. Sandhills Center ensures that citizens in our region who seek services are able to access them through a network of contracted private providers.  We partner with individuals, family members, service providers, policy makers and other community stakeholders in creating, managing and supporting quality behavioral health services that meet the needs of our communities.",,,,,,,,,,,,,,,,,,,,,,,,
M0116,Sherri Denese Jackson Foundation,Temporary Emergency Shelter Assistance,Support for a Safe Home,Family and Community Safety,Domestic Violence/Interpersonal Violence Services,,336-510-9292,,https://www.sdjfnc.org/,24 hours,24 hours,24 hours,24 hours,24 hours,24 hours,24 hours,125 S. Elm Street Suite 205,Greensboro,27401.0,,Guilford County-Wide,,"Sherri Denese Jackson Foundation's mission is to prevent and stop domestic violence by offering preventative tools and by bringing awareness to the community on a local, state, and national level. Temporary Emergency Shelter Assistance is for victims of domestic violence, dating violence, sexual assault or stalking",All ages,N/A,No,N/A,Shelter,Shelter- up to 6 days,N/A,N/A,Free,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,Portia Shipman,336-300-1333,sdjfnc@gmail.com
M0117,Therapeutic Alternatives,Mobile Crisis,Support for a Safe Home,History of Parenting Difficulties ,Adult Mental Health Services,,1-877-626-1772,,https://www.mytahome.com/mobile-crisis,24 hours,24 hours,24 hours,24 hours,24 hours,24 hours,24 hours,4270 Heath Dairy Road,Randleman,27317.0,,Multi-County,,"Mobile Crisis Management provides immediate crisis response 24/7. Services include: telephone assessments, face-to-face evaluation when needed, educational services for crisis prevention, evaluations for safety, access to crisis stabilization interventions for mental health and/or substance abuse services, development of a crisis plan for current and future use, assistance with hospitalizations, and integrated crisis response and crisis prevention activities with linkage to ongoing services if needed.",18+,N/A,,,"Telephone assessments, face-to-face evaluation when needed, educational services for crisis prevention, evaluations for safety, access to crisis stabilization interventions for mental health and/or substance abuse services, development of a crisis plan for current and future use, assistance with hospitalizations, and integrated crisis response and crisis prevention activities",,,,,Intake,1-877-626-1772,bruce@mytahome.com,Phone,Phone,,,,,,Yes,,Bruce Womble,336-633-8713,bruce@mytahome.com
M0118,Triad Health Project,Higher Ground,,,,,336-274-5637,,https://triadhealthproject.org/services/support/higher-ground/,Appointment only,Appointment only,Appointment only,Appointment only,Appointment only,,,801 Summit Avenue,Greensboro,27405.0,,Guilford County-Wide,,"If you are a person living with HIV and are seeking support, come join our community at Higher Ground! In our home, open from 9am-4pm Monday through Friday, you can participate in groups, share meals with friends, and find a supportive family of peers.",,,,,,,,,,,,,,,,,,,,,,Chase Hanes,336-210-7991,chanes@triadhealthproject.org
M0119,Triad Health Project,HIV/STI Testing,,,,,336-275-1654,,https://triadhealthproject.org/services/hiv-sti-testing/,Appointment only,Appointment only,Appointment only,Appointment only,Appointment only,,,801 Summit Avenue,Greensboro,27405.0,,Guilford County-Wide,,"At Triad Health Project, we provide testing for HIV and Syphilis and is performed only as a blood test by drawing a small sample to be sent to a laboratory. Testing for Chlamydia and Gonorrhea is done through a small urine analysis. Results will be available in 2 weeks from the time of the testing and can be picked up in person at Triad Health Project in Greensboro.",,,,,,,,,,,,,,,,,,,,,,,,
M0120,Triad Health Project,HIV/STI Testing,,,,,336-884-4116,,https://triadhealthproject.org/services/hiv-sti-testing/,Appointment only,Appointment only,Appointment only,Appointment only,Appointment only,,,620 W. English Street,High Point,27262.0,,Guilford County-Wide,,"At Triad Health Project, we provide testing for HIV and Syphilis is performed only as a blood test by drawing a small sample to be sent to a laboratory. Testing for Chlamydia and Gonorrhea is done through a small urine analysis. Results will be available in 2 weeks from the time of the testing and can be picked up in person at Triad Health Project in Greensboro.",,,,,,,,,,,,,,,,,,,,,,,,
M0121,UNCG,Bringing Out The Best,,,Developmental Services,,336-334-3120,,https://bringingoutthebest.uncg.edu/,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,,,923 W. Gate City Boulevard Suite A,Greensboro,27402.0,,Guilford County-Wide,,"Bringing Out the Best is an early intervention program that provides family-centered, community-based services targeting children ages birth to five with social and emotional challenges. Our goal is to increase the number of children in Guilford County that are healthy and ready to succeed as they enter school.",Birth-5,Families with children in preschool or daycare in Guilford County ,Yes,English and Spanish,"Trainings for teachers, trainings for parents, home visits, parent education, staff education",1 time a week or 6-10 months but could be extended or less based on need,,,,Janet Howard,336-334-3120,jdhoward@uncg.edu,Intake by phone,,,,,,,,,Janet Howard,336-334-3120,jdhoward@uncg.edu
M0122,WFLP,Welfare Reform Liasion Project,,,,,336-691-5780 (ext. 122),,,,,,,,,,863 N. Raleigh St. ,Greensboro,27405.0,,County-Wide,"18+, Resident of Guilford County, Income at or below 125% of federal poverty guidelines, GED or HS Diploma",,,,,,"Job Training, Soft Skills classes, emergency assistance",,,,,,,,Call or Email,Call or Email ,,,,N,,,,Irving Nunn,,irvingn@wrlp.net
M0123,Womens Resource Center of Greensboro,Womens Resource Center of Greensboro,,,,,336-275-6090,,https://www.womenscentergso.org/,9am-4pm,9am-4pm,9am-4pm,9am-4pm,Virtual Appointments Available,,,628 Summit Avenue,Greensboro,27405.0,,Guilford County-Wide,,"The mission of the Women's Resource Center is to promote the self-reliance of women by assessing needs, providing services and acting as a gateway to community resources. WRC provides help with empowerment through workshops and access to legal resources, job strategies, and  community resource counseling.",18 and older,N/A,no,English,"Resource Cousneling, Women to Work, Workshops for Women (legal issues, health, and more)",N/A,N/A,N/A,Free,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No ,No,No ,No,Ashley Brooks ,336-275-6090 x220,ashley@womenscentergso.org
M0124,World Relief Triad,Anti-Human Trafficking,Support for a Safe Home,Family and Community Safety,Immigration Services,Domestic Violence/Interpersonal Violence Services,336-887-9007,336-887-5245,https://worldrelieftriad.org/human-trafficking,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,,,"155 Northpoint Avenue, Suite 102",High Point,27262.0,,"High Point, Greater High Point",,"World Relief Triad AHT helps survivors acquire housing, food, clothing, interpretation, medical and dental services, mental and behavioral health services, legal services, transportation, education, and job development. Meeting these needs is the start of rebuilding each survivor’s capacity for trust and relationships so that, over time, they can rebuild their lives. World Relief Triad is a Christian organization that serves those who are suffering from injustice and poverty, regardless of color, gender, or belief. ",,"Foreign-born survivors of human trafficking rescued in North Carolina and other locations in the United States, as well as U.S. Citizens and Legal Permanent Residents",,,Case management,5 months,,,,Rachel Parker,,rparker@wr.org,,,,,,,,,,Rachel Parker,,rparker@wr.org
M0125,World Relief Triad,Employment Services,,,Immigration Services,,336-887-9007,336-887-5245,https://worldrelieftriad.org/employment-0,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,,,"155 Northpoint Avenue, Suite 102",High Point,27262.0,,"High Point, Greater High Point",,"The World Relief Triad pre-screens every refugee they represent and clients are authorized to work in the United States. They support them and the companies who hire them through the entire process of matching the right candidates with the right opportunities, applying, interviewing, hiring, and training. They stay with clients and their employers as long as necessary to ensure the best results, and all of their services are free to employers. In some cases employers can even receive financial benefit by providing on the job training.",,,,,,,,,,,,,,,,,,,,,,Kara Kebu,,kkebu@wr.org
M0126,World Relief Triad,Health and Wellness,Support for a Safe Home,Family and Community Safety,Immigration Services,,336-887-9007,336-887-5245,https://worldrelieftriad.org/health-and-wellness,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,,,"155 Northpoint Avenue, Suite 102",High Point,27262.0,,"High Point, Greater High Point",,"The World Relief Triad Health and Wellness Program is here to respond with on-site therapy and counseling, and individual and family case management services for clients with serious or acute medical needs. Health and Wellness staff and volunteers help clients navigate the often difficult and confusing medical system, provide transportation to appointments and procedures, and help clients access medications. We also provide health education to help clients understand and manage their medical conditions, learn personal and residential sanitation techniques, respond to medical emergencies, or utilize over the counter drugs. The goal is to empower clients to become self-sufficient in managing their own health care. World Relief Triad is a faith-based organization that serves those who are suffering from injustice and poverty, regardless of color, gender, or belief. ",,,,,"On-site therapy and counseling, case management, transportation to appointments and procedures, medication access, health education, ",,,,,Mary Cowan,,mcowan@wr.org,,,,,,,,,,Mary Cowan,,mcowan@wr.org
